Order_ID,Product_Category,Shipping_Mode,Order_Value,Package_Weight_Kg,Warehouse_Distance_Km,Items_in_Order,Warehouse_Processing_Hours,Courier_Load_Index,Traffic_Index,Delivery_Time_Hours
ORD100310,Beauty,Standard,4556,5.95,376.4,9,3.41,7.24,3.12,56.16
ORD100311,Beauty,Standard,300,2.11,282.3,2,3.42,9.53,2.02,38.93
ORD100312,Electronics,Express,2916,1.76,589.9,1,2.94,7.26,3.89,45.59
ORD100313,Fashion,Express,4502,1.55,387.6,1,1.69,8.53,9.05,49.57
ORD100314,Home & Kitchen,Standard,1336,2.7,22.7,1,2.01,9.92,7.55,37.29
ORD100315,Books,Standard,6877,3.11,688.7,7,2.43,5.52,2.3,60.65
ORD100316,Electronics,Standard,6225,4.04,554.5,4,1.57,4.07,3.73,51.27
ORD100317,Electronics,Express,6986,4.09,698.8,9,3.69,2.35,7.61,62.26
ORD100318,Books,Standard,3146,3.22,770.3,2,1.55,8.55,8.06,71.24
ORD100319,Books,Same-Day,4027,2.53,817.7,4,2.63,6.03,5.33,51.77
ORD100320,Electronics,Same-Day,5768,4.41,798.5,7,1.46,8.44,6.59,53.97
ORD100321,Beauty,Same-Day,1142,3.72,714.8,4,3.71,3.86,5.96,52.81
ORD100322,Books,Express,8403,4.75,741.9,8,2.18,8.8,5.96,68.22
ORD100323,Electronics,Express,5281,3.16,108.1,4,4.3,7.43,2.1,30.64
ORD100324,Electronics,Same-Day,7778,4.98,733.9,9,3.52,5.98,7.74,69.92
ORD100325,Beauty,Standard,6098,3.9,768.7,9,2.65,9.15,7.67,79.62
ORD100326,Beauty,Standard,988,3.05,830.0,6,2.2,7.24,8.6,73.43
ORD100327,Fashion,Standard,5893,6.01,188.4,10,2.44,6.09,3.73,40.18
ORD100328,Home & Kitchen,Express,3052,2.74,663.5,2,3.08,3.91,2.63,49.09
ORD100329,Books,Standard,1962,2.55,515.5,4,4.2,8.77,1.29,54.03
ORD100330,Electronics,Standard,3639,1.93,693.4,1,3.29,5.02,3.85,62.48
ORD100331,Books,Standard,5571,3.74,314.6,8,2.69,5.19,7.58,51.81
ORD100332,Beauty,Standard,4305,4.29,813.2,7,2.35,2.75,6.09,66.52
ORD100333,Home & Kitchen,Standard,4044,3.84,661.0,6,3.13,1.56,1.87,60.42
ORD100334,Electronics,Standard,4065,-1.3,392.8,2,2.56,8.16,9.59,53.15
ORD100335,Beauty,Express,4939,2.69,475.8,6,3.52,1.51,7.37,44.68
ORD100336,Home & Kitchen,same-day,5657,2.72,363.2,3,1.34,1.42,9.88,36.31
ORD100337,Beauty,Same-Day,3621,2.9,535.2,1,2.38,5.98,3.07,
ORD100338,Electronics,Standard,6383,5.97,215.8,6,2.63,3.05,8.86,45.27
ORD100339,Electronics,Standard,5706,6.43,838.8,6,3.12,1.25,1.33,62.56
ORD100340,Fashion,Same-Day,6102,3.84,786.4,7,3.83,2.35,7.15,52.52
ORD100341,Fashion,Standard,5383,2.26,465.2,2,1.84,3.06,9.84,53.06
ORD100342,Home & Kitchen,Same-Day,2668,3.62,643.2,2,2.71,7.86,7.3,56.17
ORD100343,Beauty,Same-Day,300,1.36,173.7,1,0.85,2.88,4.94,17.09
ORD100344,Electronics,Same-Day,413,3.22,584.9,1,2.76,3.31,5.51,42.65
ORD100345,Home & Kitchen,Same-Day,4801,5.34,579.4,5,2.03,2.4,8.44,46.65
ORD100346,Fashion,Same-Day,3653,3.2,598.1,6,1.68,4.12,3.91,41.2
ORD100347,Electronics,Standard,5032,4.15,382.2,2,1.52,6.86,3.59,44.84
ORD100348,Books,Express,6814,4.3,197.9,10,3.74,8.88,4.9,39.43
ORD100349,Fashion,Express,2444,1.64,608.1,2,2.38,1.98,9.54,54.05
ORD100350,Books,Standard,6017,6.17,665.5,10,3.55,2.74,3.31,61.11
ORD100351,Fashion,Standard,4654,3.81,498.6,8,3.55,5.33,5.54,59.1
ORD100352,Fashion,Same-Day,2356,3.23,143.7,4,3.54,6.9,2.79,24.41
ORD100353,Beauty,Same-Day,3339,3.7,556.3,8,3.84,2.07,7.77,51.53
ORD100354,Beauty,Same-Day,4135,2.41,672.6,3,2.87,3.44,2.73,47.44
ORD100355,Books,Same-Day,1228,2.72,73.0,3,2.53,6.45,4.29,19.53
ORD100356,Fashion,Same-Day,3690,2.93,721.3,3,3.49,4.03,1.88,49.64
ORD100357,Electronics,Express,2671,2.64,556.0,1,0.94,2.0,2.17,38.49
ORD100358,Electronics,Express,5686,4.02,63.8,3,3.53,5.18,9.96,32.53
ORD100359,Electronics,Standard,5167,2.85,528.7,1,1.81,3.63,9.83,61.25
ORD100360,Fashion,Same-Day,4193,3.18,394.7,2,3.42,3.43,9.28,39.01
ORD100361,Beauty,Standard,5967,2.09,726.8,4,3.19,9.78,7.62,70.98
ORD100362,Electronics,Same-Day,4707,3.42,34.6,2,2.18,1.26,9.57,23.42
ORD100363,Electronics,Same-Day,4647,3.72,200.2,4,2.03,9.48,1.39,27.19
ORD100364,Fashion,Express,4404,4.91,763.6,9,3.54,7.44,8.3,67.76
ORD100365,Beauty,Standard,6073,3.21,489.5,7,3.5,4.51,1.6,50.32
ORD100366,Electronics,Standard,2799,5.32,122.2,2,3.55,3.48,6.16,31.31
ORD100367,Books,Same-Day,8049,4.33,306.0,10,3.5,5.0,5.67,36.25
ORD100368,Fashion,Same-Day,6166,5.86,165.6,10,2.8,2.95,4.14,29.05
ORD100369,Books,Express,6182,,448.1,4,2.53,1.15,5.68,37.4
ORD100370,Home & Kitchen,Standard,2033,2.66,804.3,1,1.36,2.92,7.7,68.97
ORD100371,Books,Same-Day,4369,4.94,639.0,6,2.96,6.07,4.53,51.83
ORD100372,Books,Standard,300,3.19,236.0,2,3.68,9.74,2.77,39.11
ORD100373,Home & Kitchen,Standard,6015,5.1,679.6,5,2.15,1.05,9.72,67.54
ORD100374,Electronics,Same-Day,7909,6.16,319.8,2,3.11,1.41,4.43,34.91
ORD100375,Books,Same-Day,5659,4.51,606.1,10,1.8,3.34,2.26,39.93
ORD100376,Books,Same-Day,1742,1.83,693.2,2,1.51,4.14,2.6,51.04
ORD100377,Electronics,Standard,3503,3.64,442.1,3,3.54,4.85,8.57,57.09
ORD100378,Beauty,Same-Day,1366,2.21,325.8,4,3.34,5.79,7.86,41.04
ORD100379,Fashion,Same-Day,3982,2.89,168.9,5,3.47,2.66,9.61,25.56
ORD100380,Electronics,Express,6873,3.64,854.8,5,,7.82,5.98,63.12
ORD100381,Fashion,Same-Day,3823,1.77,71.3,2,3.26,5.96,3.41,20.84
ORD100382,Home & Kitchen,Standard,2120,2.31,209.8,2,3.45,1.06,8.18,43.92
ORD100383,Fashion,Standard,5210,4.98,162.3,5,1.7,4.8,9.86,46.22
ORD100384,Home & Kitchen,Same-Day,300,3.13,281.9,2,1.1,4.58,2.02,19.6
ORD100385,Books,Standard,3667,4.82,896.5,5,1.76,8.43,3.83,72.08
ORD100386,home & Kitchen,Express,8993,4.42,657.5,5,3.33,8.1,6.77,66.55
ORD100387,Home & Kitchen,Standard,8319,5.98,698.7,7,3.38,9.34,4.76,68.16
ORD100388,Fashion,Express,3602,5.01,889.1,2,1.14,8.8,1.75,59.48
ORD100389,Fashion,Same-Day,2459,2.56,910.2,1,4.47,4.26,8.61,60.1
ORD100390,Home & Kitchen,Same-Day,6277,4.89,414.0,5,3.76,6.81,7.03,39.16
ORD100391,Electronics,Express,2185,2.7,836.0,2,2.89,5.97,8.98,62.01
ORD100392,Beauty,Same-Day,6202,3.53,251.5,8,3.85,9.23,9.24,42.35
ORD100393,Beauty,Express,6114,3.5,673.0,7,2.77,8.05,6.24,60.84
ORD100394,Electronics,Same-Day,2823,2.06,504.9,2,1.49,2.05,2.25,27.04
ORD100395,Fashion,Same-Day,3802,1.4,377.5,1,2.74,7.41,4.38,37.69
ORD100396,Beauty,Same-Day,5701,2.8,257.3,6,2.25,3.39,5.68,34.53
ORD100397,Home & Kitchen,Express,379,3.87,229.5,1,2.13,6.12,7.16,35.36
ORD100398,Beauty,Express,,5.42,359.7,5,2.24,3.52,8.73,47.02
ORD100399,Beauty,Standard,4715,1.78,740.0,2,3.6,8.0,7.54,68.39
ORD100400,Electronics,standard ,6351,5.22,173.7,8,3.7,5.3,7.3,54.44
ORD100401,Home & Kitchen,Express,844,3.49,609.1,2,3.39,2.51,4.86,42.79
ORD100402,Beauty,Standard,2763,1.59,540.8,2,0.98,4.62,6.65,49.69
ORD100403,Fashion,Express,6109,4.83,462.1,6,3.9,7.08,1.76,46.39
ORD100404,Fashion,Same-Day,3845,3.47,870.1,4,1.34,4.59,2.52,48.54
ORD100405,Electronics,Standard,7782,5.14,849.3,10,4.25,9.48,2.36,77.15
ORD100406,Fashion,Express,6530,3.42,415.7,8,4.51,7.46,3.4,48.57
ORD100407,Electronics,Same-Day,9020,6.68,108.1,7,3.14,4.48,8.98,36.14
ORD100408,Books,Standard,3874,4.32,16.1,9,4.29,9.67,5.67,45.51
ORD100409,Electronics,Express,3566,2.36,552.9,1,1.17,2.95,2.2,37.28
ORD100410,Electronics,Standard,4775,3.14,869.6,5,3.55,3.75,7.37,71.47
ORD100411,Beauty,Standard,5506,2.61,759.8,3,2.54,3.1,8.0,71.34
ORD100412,Books,Express,9379,4.92,172.7,9,4.04,9.54,7.08,48.09
ORD100413,Home & Kitchen,Same-Day,2676,2.65,700.0,2,0.88,1.41,5.83,45.42
ORD100414,Fashion,Standard,7660,4.63,121.5,8,4.81,4.3,2.63,31.77
ORD100415,Electronics,Same-Day,9961,3.3,940.0,7,4.18,2.2,6.85,60.55
ORD100416,Books,Same-Day,3382,3.2,862.6,1,3.88,5.23,5.56,52.1
ORD100417,Fashion,Same-Day,4607,3.73,776.8,7,2.26,3.86,2.98,44.68
ORD100418,Home & Kitchen,Standard,2339,2.59,307.9,1,3.06,5.31,2.3,45.13
ORD100419,Books,Standard,5134,8.07,93.7,10,5.27,9.33,4.33,48.47
ORD100420,Books,Standard,6745,5.44,307.3,7,4.43,9.38,6.73,58.47
ORD100421,Home & Kitchen,Express,4680,4.64,147.7,8,4.68,3.46,3.72,35.38
ORD100422,Beauty,Express,1255,2.53,125.0,1,1.23,4.17,5.07,29.74
ORD100423,Books,Same-Day,4336,4.24,551.0,7,3.72,9.08,2.25,47.09
ORD100424,Electronics,Same-Day,6091,3.99,410.0,8,2.78,7.16,9.38,51.37
ORD100425,Fashion,Express,894,4.02,276.9,1,2.56,2.5,2.55,28.51
ORD100426,Beauty,Express,5108,3.23,299.9,5,4.12,7.12,4.18,43.73
ORD100427,Electronics,Express,3283,3.36,126.2,5,1.43,5.42,7.58,34.42
ORD100428,Electronics,Standard,2444,4.63,795.7,6,3.88,8.89,,76.96
ORD100429,Beauty,Express,3777,3.75,490.0,4,1.2,3.07,7.07,41.39
ORD100430,Beauty,Standard,3736,1.96,602.0,1,3.24,0.0,1.55,52.94
ORD100431,Books,Standard,3502,2.82,59.9,5,4.04,9.69,4.78,48.62
ORD100432,Fashion,Express,6745,5.55,131.6,8,4.1,3.43,8.16,37.66
ORD100433,Books,Standard,615,2.82,488.0,2,1.65,2.35,9.96,57.26
ORD100434,Beauty,Same-Day,4982,2.44,388.2,3,2.48,8.41,3.36,34.48
ORD100435,Fashion,Same-Day,5004,5.25,696.0,7,4.18,5.43,8.23,61.48
ORD100436,Electronics,Standard,3127,4.65,622.5,3,2.94,9.84,8.08,67.33
ORD100437,Home & Kitchen,Express,4050,2.97,763.0,3,3.68,8.3,7.4,64.63
ORD100438,Beauty,Standard,4463,4.12,369.6,4,2.88,9.31,9.67,65.13
ORD100439,Fashion,Same-Day,7898,4.53,475.1,10,4.76,1.37,1.27,45.03
ORD100440,Home & Kitchen,Express,6539,4.14,205.2,6,2.1,8.48,5.18,39.99
ORD100441,Beauty,Standard,9450,3.94,795.9,9,2.17,4.33,5.54,71.51
ORD100442,Electronics,Same-Day,6306,3.81,96.6,6,3.17,5.67,6.16,28.2
ORD100443,Home & Kitchen,Express,6602,3.65,725.5,6,3.79,3.87,5.93,61.69
ORD100444,Home & Kitchen,Express,3726,3.88,944.0,4,1.55,8.97,2.13,68.7
ORD100445,Beauty,Same-Day,1399,1.89,292.5,1,2.23,6.02,7.57,33.58
ORD100446,Electronics,Standard,6815,35.4,426.6,7,1.74,4.1,8.22,50.72
ORD100447,Home & Kitchen,Standard,6408,3.28,477.7,3,2.85,6.24,8.04,60.56
ORD100448,Beauty,Express,3090,1.95,755.1,3,3.11,8.45,7.57,61.55
ORD100449,Books,Standard,3336,1.64,581.9,2,3.53,1.45,9.59,62.12
ORD100450,Fashion,Standard,4185,2.21,728.7,3,4.02,7.56,3.75,64.59
ORD100451,Books,Same-Day,7464,4.57,586.0,9,3.38,5.95,8.53,54.59
ORD100452,Home & Kitchen,Same day,3498,3.38,668.9,5,2.0,6.63,8.37,53.33
ORD100453,Home & Kitchen,Standard,8563,4.52,905.8,9,4.7,1.14,1.33,64.64
ORD100454,Fashion,Express,7615,4.07,531.0,7,4.1,2.53,2.83,40.45
ORD100455,Fashion,Same-Day,4703,3.92,208.8,8,1.98,2.36,1.07,23.27
ORD100456,Books,Standard,2077,2.92,931.8,1,1.44,1.34,3.52,57.64
ORD100457,Books,Express,4084,2.52,679.6,3,2.38,1.68,6.43,54.21
ORD100458,home & Kitchen,Same-Day,3456,4.16,410.1,5,2.19,4.33,6.25,39.29
ORD100459,Home & Kitchen,Express,8745,5.87,872.7,7,2.4,2.22,6.11,67.08
ORD100460,Beauty,Same-Day,5657,5.26,498.4,8,3.5,1.18,1.89,38.34
ORD100461,Books,Same-Day,2558,2.59,767.9,5,1.97,8.22,3.93,55.4
ORD100462,Fashion,Standard,4480,4.8,134.1,5,1.7,3.6,5.22,28.41
ORD100463,Electronics,Express,3620,3.75,254.4,3,3.21,2.84,3.62,26.86
ORD100464,Books,Same-Day,1902,2.91,242.6,7,2.36,6.65,6.16,28.43
ORD100465,Fashion,Express,300,2.09,905.8,1,0.64,7.43,6.35,63.26
ORD100466,Home & Kitchen,Express,7158,4.89,17.4,9,2.94,7.24,3.83,32.61
ORD100467,Electronics,Same-Day,4103,4.52,367.2,4,3.07,6.42,7.9,40.59
ORD100468,Books,Express,6868,4.09,916.8,9,2.3,1.79,8.36,70.3
ORD100469,Fashion,Same-Day,2557,2.13,54.5,3,3.43,1.25,6.32,18.58
ORD100470,Fashion,Express,5525,4.54,467.9,4,3.11,4.64,4.87,55.02
ORD100471,Fashion,Standard,2723,1.87,514.4,1,3.07,7.62,2.37,47.3
ORD100472,Fashion,Same-Day,8543,3.94,783.3,10,3.44,5.74,5.04,56.29
ORD100473,Beauty,Same-Day,5254,2.28,500.2,4,3.66,6.41,5.85,41.22
ORD100474,Fashion,Standard,6379,3.35,328.9,6,3.67,3.63,4.67,43.52
ORD100475,Beauty,Standard,3190,2.19,187.6,4,2.97,5.46,1.92,37.79
ORD100476,BOOKS,Same-Day,3599,3.26,377.5,7,4.75,3.79,3.92,37.0
ORD100477,Fashion,Same-Day,7441,3.78,247.8,8,2.34,9.45,3.07,35.15
ORD100478,Electronics,Express,5609,2.6,578.1,4,3.03,2.08,8.36,59.15
ORD100479,Electronics,Same-Day ,2679,1.96,199.1,1,3.35,5.44,3.5,32.36
ORD100480,Electronics,Same-Day,7082,5.35,529.3,7,2.0,9.86,8.64,57.75
ORD100481,Fashion,Same-Day,3722,3.62,140.7,1,1.77,4.7,2.44,12.54
ORD100482,Beauty,Same-Day,3326,4.66,319.5,3,3.64,4.97,8.64,38.43
ORD100483,Electronics,Express,4385,3.26,944.0,3,3.32,4.52,5.17,67.75
ORD100484,Fashion,Standard,3343,2.64,306.5,0,2.8,9.65,2.88,49.07
ORD100485,Fashion,Express,4761,4.21,306.5,5,4.63,7.9,7.86,43.33
ORD100486,Beauty,Same-Day,978,2.93,395.4,1,3.47,9.23,5.28,39.87
ORD100487,Beauty,Express,3743,3.07,399.8,3,1.33,2.79,3.6,36.6
ORD100488,Books,Standard,2107,2.69,802.6,2,2.12,2.45,6.76,66.05
ORD100489,Home & Kitchen,Same-Day,6038,3.44,376.0,4,2.1,6.93,8.1,46.46
ORD100490,Books,Express,5537,3.56,691.6,8,3.03,1.01,2.7,62.35
ORD100491,Fashion,Standard,6346,5.38,149.4,8,3.8,3.11,9.91,54.88
ORD100492,Books,Same-Day,-1450,2.18,718.5,2,3.34,6.53,6.56,42.35
ORD100493,Fashion,Express,7297,4.71,459.0,6,3.49,3.67,8.77,55.39
ORD100494,Home & Kitchen,Express,7489,6.08,216.7,10,5.09,8.36,2.3,44.43
ORD100495,Home & Kitchen,Standard,3945,3.27,167.8,2,2.62,3.57,7.49,39.54
ORD100496,Fashion,Standard,8337,4.3,882.9,8,2.12,4.24,5.34,67.94
ORD100497,Electronics,Same-Day,1333,2.52,231.2,2,1.85,7.76,1.44,23.31
ORD100498,Home & Kitchen,Express,5445,3.58,711.9,3,3.83,3.59,2.95,51.89
ORD100499,Electronics,Express,4415,3.69,191.3,1,2.42,3.25,2.13,21.29
ORD100500,Home & Kitchen,Express,6654,7.06,130.8,7,4.14,7.53,3.02,42.23
ORD100501,Home & Kitchen,Standard,3539,7.1,809.6,3,2.37,7.49,1.53,68.91
ORD100502,Books,Express,3522,1.98,300.3,2,3.53,2.95,1.96,29.71
ORD100503,Home & kitchen,Standard,2873,3.67,55.0,5,2.31,3.84,2.22,33.66
ORD100504,Electronics,Express,8755,5.03,444.7,9,3.38,2.62,1.13,38.95
ORD100505,home & Kitchen,Same-Day,3691,5.1,262.7,3,3.72,2.94,4.94,34.39
ORD100506,Home & Kitchen,Same-Day,7213,4.5,277.0,6,3.68,4.99,8.14,40.56
ORD100507,Books,Express,4848,3.43,706.8,8,4.63,1.49,7.72,59.1
ORD100508,Fashion,Express,5604,4.88,510.3,6,2.78,4.09,2.65,41.71
ORD100509,Fashion,Express,4680,4.29,534.4,4,3.98,2.38,1.79,36.55
ORD100510,Beauty,Standard,3422,3.25,497.9,2,3.5,6.39,9.03,61.58
ORD100511,Fashion,Express,4679,1.64,121.1,1,2.11,3.37,7.21,24.08
ORD100512,Books,Same-Day,7109,4.03,633.3,10,4.4,3.37,6.01,53.47
ORD100513,Electronics,Express,3280,2.78,71.4,2,3.73,9.22,1.22,24.19
ORD100514,Home & Kitchen,Express,5935,4.74,682.1,6,4.41,9.32,3.72,66.37
ORD100515,Home & Kitchen,Express,2533,2.72,807.3,3,3.68,2.33,5.02,63.74
ORD100516,Beauty,Standard,4081,2.85,640.0,5,4.28,8.32,1.68,59.68
ORD100517,Books,Standard,1912,2.9,627.0,3,1.9,2.42,9.71,65.55
ORD100518,Fashion,Standard,3165,5.77,463.8,5,2.36,1.28,6.56,49.96
ORD100519,Home & Kitchen,Standard,8149,3.5,389.3,5,3.61,5.05,3.01,42.92
ORD100520,Fashion,Standard,1811,3.91,722.7,5,3.21,4.83,4.99,60.97
ORD100521,Beauty,Express,3899,5.18,571.0,4,1.65,6.52,2.41,45.08
ORD100522,Home & Kitchen,Express,5136,3.63,588.0,5,1.58,4.18,1.48,50.81
ORD100523,Books,Express,3082,2.26,645.3,3,3.32,1.96,1.39,45.29
ORD100524,Books,Same-Day,3526,6.08,530.7,5,2.57,3.11,3.44,33.49
ORD100525,Books,Express,1717,2.79,48.4,2,1.33,7.19,1.77,27.75
ORD100526,Beauty,Same-Day,5542,2.74,949.4,3,2.6,5.05,8.89,69.01
ORD100527,Home & Kitchen,Same-Day,3962,4.47,531.4,4,1.94,4.19,6.59,46.65
ORD100528,Home & Kitchen,Express,2576,2.09,907.5,1,1.57,5.51,2.82,57.28
ORD100529,Electronics,Standard,11305,4.62,535.0,9,1.9,5.8,2.54,56.84
ORD100530,Beauty,Express,3138,4.51,894.9,10,4.9,3.35,6.6,68.3
ORD100531,Home & Kitchen,Express ,5276,3.58,332.2,4,2.88,5.38,7.18,40.46
ORD100532,Books,Same-Day,5088,3.57,721.9,6,3.79,3.35,2.09,47.44
ORD100533,Fashion,Standard,2021,1.49,660.8,1,3.45,2.45,6.97,60.69
ORD100534,Beauty,Same-Day,2304,5.01,572.3,6,2.83,4.77,1.18,35.64
ORD100535,Home & Kitchen,Same-Day,2991,2.81,368.0,2,2.22,8.85,8.53,36.08
ORD100536,Electronics,Express,7009,4.82,141.5,6,3.2,4.37,3.68,31.18
ORD100537,Electronics,Express,4847,,805.6,5,4.26,4.14,3.34,64.77
ORD100538,Home & Kitchen,Express,5274,4.02,456.5,6,4.28,3.25,5.94,48.94
ORD100539,Fashion,Same-Day,7951,3.43,679.4,6,4.49,7.39,5.8,52.23
ORD100540,Books,standard ,6507,5.64,326.6,7,3.96,6.68,4.34,60.4
ORD100541,Books,Same-Day,947,3.73,144.0,3,1.59,6.07,3.81,27.32
ORD100542,Beauty,Same-Day,4357,3.24,813.9,1,3.71,2.09,9.1,57.38
ORD100543,Beauty,Express,7538,3.66,37.0,9,4.61,7.57,3.55,35.32
ORD100544,Electronics,Standard,3969,3.95,608.0,5,3.67,1.0,3.29,53.61
ORD100545,Home & Kitchen,Express,634,2.67,366.7,1,2.81,8.16,5.19,47.94
ORD100546,Fashion,Standard,3631,2.88,783.5,4,3.42,8.32,1.9,64.07
ORD100547,Electronics,Standard,5328,4.38,186.1,1,3.31,9.33,3.89,40.56
ORD100548,Electronics,Same-Day,3463,2.33,146.8,1,2.54,8.19,8.81,30.2
ORD100549,Books,Express,6389,4.65,79.6,7,3.35,3.87,3.36,34.59
ORD100550,Beauty,Same-Day,4255,3.41,505.5,7,1.4,7.74,2.81,42.18
ORD100551,Books,Express,889,2.06,81.7,1,1.05,8.82,2.23,25.66
ORD100552,Beauty,Same-Day,1984,3.16,48.2,4,2.52,2.79,2.98,16.63
ORD100553,Home & Kitchen,Same-Day,4873,3.73,784.9,3,2.76,9.76,5.82,61.96
ORD100554,Books,Same-Day,6906,2.71,324.7,6,1.98,4.46,1.08,17.83
ORD100555,Fashion,Same-Day,7521,7.22,678.1,8,3.57,7.17,4.15,51.77
ORD100556,Fashion,Same-Day,2562,2.02,122.1,2,2.54,8.69,4.54,22.42
ORD100557,Fashion,Express,2877,2.31,426.3,4,2.0,2.51,1.76,37.61
ORD100558,Fashion,Standard,2310,2.58,623.7,4,2.87,6.22,3.86,58.81
ORD100559,Books,Express,300,2.08,808.1,2,1.08,2.21,6.44,55.51
ORD100560,Home & Kitchen,Same-Day,5377,5.39,792.1,9,4.23,1.57,7.18,56.17
ORD100561,Beauty,Same-Day,5724,4.01,255.1,8,2.72,9.77,9.85,47.7
ORD100562,Electronics,Express,4046,27.6,70.3,3,3.72,2.46,9.61,27.54
ORD100563,Books,Same-Day,2880,2.78,206.2,3,1.36,6.2,9.68,31.38
ORD100564,Books,Express,2410,2.25,685.3,4,3.83,6.06,5.31,55.86
ORD100565,Fashion,Express,5351,4.73,388.3,8,2.14,1.71,3.43,31.26
ORD100566,Fashion,Same-Day,2146,3.58,110.2,6,3.12,4.79,3.75,27.46
ORD100567,Electronics,Same-Day,5897,3.61,630.0,4,1.52,5.71,9.26,53.86
ORD100568,Home & Kitchen,Express,7193,4.96,438.4,7,3.88,1.37,2.12,41.22
ORD100569,Books,Express,7526,6.4,74.7,10,2.58,7.25,9.79,43.52
ORD100570,Fashion,Standard,4209,2.31,714.3,3,1.95,9.77,1.97,58.97
ORD100571,Home & Kitchen,Same-Day,5922,5.92,700.1,5,3.34,2.93,3.67,50.3
ORD100572,Fashion,Standard,6378,4.06,733.8,8,4.27,5.69,4.16,66.24
ORD100573,Fashion,Standard,2040,3.82,458.7,3,1.93,1.6,9.51,54.55
ORD100574,Fashion,Same-Day,-1200,3.12,508.0,6,3.63,9.36,8.72,52.78
ORD100575,Beauty,Same-Day,4874,2.93,771.9,7,4.79,6.22,3.68,55.32
ORD100576,Books,Express,2894,3.41,426.0,6,4.54,9.19,2.76,43.01
ORD100577,Books,Express,3268,4.2,468.3,7,2.1,5.86,3.52,51.44
ORD100578,Books,Express,7052,4.31,842.6,8,4.25,4.0,7.46,74.79
ORD100579,Home & Kitchen,Same-Day,7315,3.64,531.2,5,3.65,7.08,9.47,53.51
ORD100580,Fashion,Standard,4220,2.73,593.5,2,1.86,1.64,6.14,62.77
ORD100581,Electronics,Standard,3369,1.98,61.2,1,2.04,6.73,7.03,32.82
ORD100582,Home & Kitchen,Express,3271,2.62,713.9,1,1.81,4.08,3.71,53.73
ORD100583,Home & Kitchen,Standard,3346,2.81,619.6,1,1.3,2.58,3.67,48.02
ORD100584,Electronics,Standard,8870,5.31,50.3,7,1.72,7.78,1.41,40.9
ORD100585,Home & Kitchen,Standard,3286,2.63,70.3,2,2.37,2.33,3.32,31.76
ORD100586,Home & Kitchen,Express,3322,4.96,590.2,3,2.94,1.29,9.13,56.28
ORD100587,Books,Express,7132,5.95,909.7,9,2.45,9.04,8.55,76.83
ORD100588,Books,Standard,2971,5.32,851.7,5,3.88,1.16,9.08,74.91
ORD100589,Fashion,Same-Day,7021,4.7,2944.0,10,4.71,8.91,4.48,38.95
ORD100590,Beauty,Standard,3818,3.64,303.3,7,3.37,1.36,8.57,48.27
ORD100591,Books,Same-Day,3844,2.44,182.9,0,3.66,6.41,3.45,20.17
ORD100592,Fashion,Same-Day,5389,4.74,895.7,8,3.97,5.91,3.87,56.48
ORD100593,Beauty,Same-Day,4431,3.1,697.4,2,3.32,9.08,3.37,46.94
ORD100594,Fashion,Same-Day,5974,,298.5,5,2.35,8.15,2.86,38.13
ORD100595,Beauty,Express,2486,3.43,423.5,2,2.43,7.66,7.17,38.64
ORD100596,Beauty,Standard,5257,5.07,134.3,6,3.61,8.52,4.47,44.72
ORD100597,Home & Kitchen,Express,2711,2.47,286.9,2,2.15,1.72,9.22,46.76
ORD100598,Beauty,Standard,890,3.02,67.5,5,2.97,5.06,4.48,35.02
ORD100599,Books,Same-Day,3847,2.5,603.3,4,3.76,1.43,4.11,39.6
ORD100600,Books,Same-Day,3530,3.27,272.0,2,2.74,3.18,6.34,31.27
ORD100601,Books,Same-Day,5738,5.8,393.6,6,2.41,7.8,2.09,39.88
ORD100602,Books,Express,5992,3.55,919.6,4,3.02,4.95,9.31,69.24
ORD100603,Books,Standard,6430,4.86,189.3,6,2.32,9.69,6.43,47.36
ORD100604,Electronics,Express,6719,3.97,307.9,8,3.93,5.32,9.91,54.54
ORD100605,Beauty,Express,6726,2.87,702.8,5,1.41,9.45,8.58,63.43
ORD100606,Fashion,Same-Day,1882,1.79,314.4,1,1.21,1.76,2.21,23.01
ORD100607,Beauty,Standard,2640,1.48,516.5,1,3.09,5.32,2.64,52.8
ORD100608,Home & Kitchen,Standard,6585,6.16,869.2,9,3.72,5.86,9.54,78.29
ORD100609,Fashion,Express,1721,2.37,595.5,1,2.41,9.74,9.45,56.9
ORD100610,Electronics,Standard,2611,2.86,827.7,4,3.98,6.6,9.76,74.5
ORD100611,Fashion,Standard,3171,3.67,314.2,6,4.04,8.28,4.92,44.52
ORD100612,Fashion,Express,6368,32.7,537.4,7,2.75,2.46,3.22,45.71
ORD100613,Electronics,Standard,2376,2.04,110.4,2,2.04,4.93,6.25,46.42
ORD100614,,Same-Day,4365,3.66,520.3,7,1.99,3.65,9.23,45.64
ORD100615,Fashion,Same-Day,4096,2.76,517.1,2,2.75,8.6,5.21,41.52
ORD100616,Electronics,Same-Day,7336,3.66,888.6,3,2.95,7.25,7.03,66.13
ORD100617,Electronics,Express,3955,1.64,361.7,1,2.85,3.95,9.9,50.72
ORD100618,Beauty,Express,3705,2.07,16.6,3,2.97,5.09,8.79,33.76
ORD100619,Beauty,Express,938,2.59,846.2,2,2.11,8.3,8.42,69.45
ORD100620,Electronics,Same-Day,1591,3.01,374.4,1,1.56,9.43,5.49,38.14
